,subject,trial,temperature,likert_score,evaluation_prompt,sentence,dataset
9711,15,1228,1,4,10,A wet person does not fear the rain.,3
9712,15,1229,1,4,10,Forgiveness means letting go of the hope for a better past.,3
9713,15,1230,1,4,10,Only those who will risk going too far can possibly find out how far one can go.,3
9714,15,1231,1,4,10,I wonder how many people I’ve looked at all my life and never seen.,3
9715,16,0,0,4,1,The cosmos is aglow with sub-atomic particles.,1
9716,16,1,0,4,1,You and I are spiritual brothers and sisters of the universe.,1
9717,16,2,0,3,1,Newborn babies require constant attention.,4
9718,16,3,0,2,1,Most people enjoy some sort of music.,4
9719,16,4,0,3,1,Lazy people usually don’t succeed in life.,4
9720,16,5,0,3,1,A balanced diet is important for maintaining good health.,4
9721,16,6,0,3,1,Human cultures often differ from each other quite a bit.,4
9722,16,7,0,2,1,People often have very bizarre dreams.,4
9723,16,8,0,3,1,Higher rates of unemployment typically follow economic downturns.,4
9724,16,9,0,2,1,Some things have very distinct smells.,4
9725,16,10,0,1,1,Some people have poor taste in clothing.,4
9726,16,11,0,2,1,Children sometimes look a lot like their parents.,4
9727,16,12,0,4,1,"Your teacher can open the door, but you must enter by yourself.",3
9728,16,13,0,4,1,The creative adult is the child who survived. ,3
9729,16,14,0,4,1,"A river cuts through a rock, not because of its power but its persistence.",3
9730,16,15,0,4,1,All endings are also beginnings. We just don't know it at the time.,3
9731,16,16,0,4,1,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
9732,16,17,0,4,1,At the centre of your being you have the answer; you know who you are and you know what you want.,3
9733,16,18,0,4,1,A wet person does not fear the rain.,3
9734,16,19,0,4,1,Forgiveness means letting go of the hope for a better past.,3
9735,16,20,0,4,1,Only those who will risk going too far can possibly find out how far one can go.,3
9736,16,21,0,4,1,I wonder how many people I’ve looked at all my life and never seen.,3
9737,16,22,0,3,2,The cosmos is aglow with sub-atomic particles.,1
9738,16,23,0,4,2,You and I are spiritual brothers and sisters of the universe.,1
9739,16,24,0,3,2,Newborn babies require constant attention.,4
9740,16,25,0,2,2,Most people enjoy some sort of music.,4
9741,16,26,0,3,2,Lazy people usually don’t succeed in life.,4
9742,16,27,0,3,2,A balanced diet is important for maintaining good health.,4
9743,16,28,0,3,2,Human cultures often differ from each other quite a bit.,4
9744,16,29,0,2,2,People often have very bizarre dreams.,4
9745,16,30,0,3,2,Higher rates of unemployment typically follow economic downturns.,4
9746,16,31,0,2,2,Some things have very distinct smells.,4
9747,16,32,0,1,2,Some people have poor taste in clothing.,4
9748,16,33,0,2,2,Children sometimes look a lot like their parents.,4
9749,16,34,0,4,2,"Your teacher can open the door, but you must enter by yourself.",3
9750,16,35,0,4,2,The creative adult is the child who survived. ,3
9751,16,36,0,4,2,"A river cuts through a rock, not because of its power but its persistence.",3
9752,16,37,0,4,2,All endings are also beginnings. We just don't know it at the time.,3
9753,16,38,0,4,2,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
9754,16,39,0,4,2,At the centre of your being you have the answer; you know who you are and you know what you want.,3
9755,16,40,0,4,2,A wet person does not fear the rain.,3
9756,16,41,0,4,2,Forgiveness means letting go of the hope for a better past.,3
9757,16,42,0,4,2,Only those who will risk going too far can possibly find out how far one can go.,3
9758,16,43,0,4,2,I wonder how many people I’ve looked at all my life and never seen.,3
9759,16,44,0,2,3,The cosmos is aglow with sub-atomic particles.,1
9760,16,45,0,3,3,You and I are spiritual brothers and sisters of the universe.,1
9761,16,46,0,2,3,Newborn babies require constant attention.,4
9762,16,47,0,2,3,Most people enjoy some sort of music.,4
9763,16,48,0,3,3,Lazy people usually don’t succeed in life.,4
9764,16,49,0,3,3,A balanced diet is important for maintaining good health.,4
9765,16,50,0,3,3,Human cultures often differ from each other quite a bit.,4
9766,16,51,0,2,3,People often have very bizarre dreams.,4
9767,16,52,0,3,3,Higher rates of unemployment typically follow economic downturns.,4
9768,16,53,0,2,3,Some things have very distinct smells.,4
9769,16,54,0,1,3,Some people have poor taste in clothing.,4
9770,16,55,0,2,3,Children sometimes look a lot like their parents.,4
9771,16,56,0,4,3,"Your teacher can open the door, but you must enter by yourself.",3
9772,16,57,0,4,3,The creative adult is the child who survived. ,3
9773,16,58,0,4,3,"A river cuts through a rock, not because of its power but its persistence.",3
9774,16,59,0,4,3,All endings are also beginnings. We just don't know it at the time.,3
9775,16,60,0,4,3,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
9776,16,61,0,4,3,At the centre of your being you have the answer; you know who you are and you know what you want.,3
9777,16,62,0,4,3,A wet person does not fear the rain.,3
9778,16,63,0,4,3,Forgiveness means letting go of the hope for a better past.,3
9779,16,64,0,4,3,Only those who will risk going too far can possibly find out how far one can go.,3
9780,16,65,0,4,3,I wonder how many people I’ve looked at all my life and never seen.,3
9781,16,66,0,4,4,The cosmos is aglow with sub-atomic particles.,1
9782,16,67,0,4,4,You and I are spiritual brothers and sisters of the universe.,1
9783,16,68,0,3,4,Newborn babies require constant attention.,4
9784,16,69,0,2,4,Most people enjoy some sort of music.,4
9785,16,70,0,3,4,Lazy people usually don’t succeed in life.,4
9786,16,71,0,3,4,A balanced diet is important for maintaining good health.,4
9787,16,72,0,3,4,Human cultures often differ from each other quite a bit.,4
9788,16,73,0,3,4,People often have very bizarre dreams.,4
9789,16,74,0,3,4,Higher rates of unemployment typically follow economic downturns.,4
9790,16,75,0,2,4,Some things have very distinct smells.,4
9791,16,76,0,2,4,Some people have poor taste in clothing.,4
9792,16,77,0,2,4,Children sometimes look a lot like their parents.,4
9793,16,78,0,4,4,"Your teacher can open the door, but you must enter by yourself.",3
9794,16,79,0,4,4,The creative adult is the child who survived. ,3
9795,16,80,0,4,4,"A river cuts through a rock, not because of its power but its persistence.",3
9796,16,81,0,4,4,All endings are also beginnings. We just don't know it at the time.,3
9797,16,82,0,4,4,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
9798,16,83,0,4,4,At the centre of your being you have the answer; you know who you are and you know what you want.,3
9799,16,84,0,4,4,A wet person does not fear the rain.,3
9800,16,85,0,4,4,Forgiveness means letting go of the hope for a better past.,3
9801,16,86,0,4,4,Only those who will risk going too far can possibly find out how far one can go.,3
9802,16,87,0,4,4,I wonder how many people I’ve looked at all my life and never seen.,3
9803,16,88,0,4,5,The cosmos is aglow with sub-atomic particles.,1
9804,16,89,0,4,5,You and I are spiritual brothers and sisters of the universe.,1
9805,16,90,0,2,5,Newborn babies require constant attention.,4
9806,16,91,0,2,5,Most people enjoy some sort of music.,4
9807,16,92,0,2,5,Lazy people usually don’t succeed in life.,4
9808,16,93,0,2,5,A balanced diet is important for maintaining good health.,4
9809,16,94,0,2,5,Human cultures often differ from each other quite a bit.,4
9810,16,95,0,2,5,People often have very bizarre dreams.,4
9811,16,96,0,2,5,Higher rates of unemployment typically follow economic downturns.,4
9812,16,97,0,2,5,Some things have very distinct smells.,4
9813,16,98,0,1,5,Some people have poor taste in clothing.,4
9814,16,99,0,2,5,Children sometimes look a lot like their parents.,4
9815,16,100,0,4,5,"Your teacher can open the door, but you must enter by yourself.",3
9816,16,101,0,4,5,The creative adult is the child who survived. ,3
9817,16,102,0,4,5,"A river cuts through a rock, not because of its power but its persistence.",3
9818,16,103,0,4,5,All endings are also beginnings. We just don't know it at the time.,3
9819,16,104,0,4,5,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
9820,16,105,0,4,5,At the centre of your being you have the answer; you know who you are and you know what you want.,3
9821,16,106,0,4,5,A wet person does not fear the rain.,3
9822,16,107,0,4,5,Forgiveness means letting go of the hope for a better past.,3
9823,16,108,0,4,5,Only those who will risk going too far can possibly find out how far one can go.,3
9824,16,109,0,4,5,I wonder how many people I’ve looked at all my life and never seen.,3
9825,16,110,0,4,6,The cosmos is aglow with sub-atomic particles.,1
9826,16,111,0,4,6,You and I are spiritual brothers and sisters of the universe.,1
9827,16,112,0,2,6,Newborn babies require constant attention.,4
9828,16,113,0,2,6,Most people enjoy some sort of music.,4
9829,16,114,0,2,6,Lazy people usually don’t succeed in life.,4
9830,16,115,0,3,6,A balanced diet is important for maintaining good health.,4
9831,16,116,0,3,6,Human cultures often differ from each other quite a bit.,4
9832,16,117,0,2,6,People often have very bizarre dreams.,4
9833,16,118,0,2,6,Higher rates of unemployment typically follow economic downturns.,4
9834,16,119,0,2,6,Some things have very distinct smells.,4
9835,16,120,0,1,6,Some people have poor taste in clothing.,4
9836,16,121,0,2,6,Children sometimes look a lot like their parents.,4
9837,16,122,0,4,6,"Your teacher can open the door, but you must enter by yourself.",3
9838,16,123,0,5,6,The creative adult is the child who survived. ,3
9839,16,124,0,4,6,"A river cuts through a rock, not because of its power but its persistence.",3
9840,16,125,0,4,6,All endings are also beginnings. We just don't know it at the time.,3
9841,16,126,0,4,6,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
9842,16,127,0,4,6,At the centre of your being you have the answer; you know who you are and you know what you want.,3
9843,16,128,0,4,6,A wet person does not fear the rain.,3
9844,16,129,0,4,6,Forgiveness means letting go of the hope for a better past.,3
9845,16,130,0,4,6,Only those who will risk going too far can possibly find out how far one can go.,3
9846,16,131,0,4,6,I wonder how many people I’ve looked at all my life and never seen.,3
9847,16,132,0,4,7,The cosmos is aglow with sub-atomic particles.,1
9848,16,133,0,4,7,You and I are spiritual brothers and sisters of the universe.,1
9849,16,134,0,2,7,Newborn babies require constant attention.,4
9850,16,135,0,2,7,Most people enjoy some sort of music.,4
9851,16,136,0,2,7,Lazy people usually don’t succeed in life.,4
9852,16,137,0,2,7,A balanced diet is important for maintaining good health.,4
9853,16,138,0,2,7,Human cultures often differ from each other quite a bit.,4
9854,16,139,0,2,7,People often have very bizarre dreams.,4
9855,16,140,0,2,7,Higher rates of unemployment typically follow economic downturns.,4
9856,16,141,0,1,7,Some things have very distinct smells.,4
9857,16,142,0,1,7,Some people have poor taste in clothing.,4
9858,16,143,0,2,7,Children sometimes look a lot like their parents.,4
9859,16,144,0,4,7,"Your teacher can open the door, but you must enter by yourself.",3
9860,16,145,0,4,7,The creative adult is the child who survived. ,3
9861,16,146,0,4,7,"A river cuts through a rock, not because of its power but its persistence.",3
9862,16,147,0,4,7,All endings are also beginnings. We just don't know it at the time.,3
9863,16,148,0,4,7,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
9864,16,149,0,4,7,At the centre of your being you have the answer; you know who you are and you know what you want.,3
9865,16,150,0,4,7,A wet person does not fear the rain.,3
9866,16,151,0,4,7,Forgiveness means letting go of the hope for a better past.,3
9867,16,152,0,4,7,Only those who will risk going too far can possibly find out how far one can go.,3
9868,16,153,0,4,7,I wonder how many people I’ve looked at all my life and never seen.,3
9869,16,154,0,4,8,The cosmos is aglow with sub-atomic particles.,1
9870,16,155,0,4,8,You and I are spiritual brothers and sisters of the universe.,1
9871,16,156,0,2,8,Newborn babies require constant attention.,4
9872,16,157,0,2,8,Most people enjoy some sort of music.,4
9873,16,158,0,2,8,Lazy people usually don’t succeed in life.,4
9874,16,159,0,2,8,A balanced diet is important for maintaining good health.,4
9875,16,160,0,2,8,Human cultures often differ from each other quite a bit.,4
9876,16,161,0,2,8,People often have very bizarre dreams.,4
9877,16,162,0,2,8,Higher rates of unemployment typically follow economic downturns.,4
9878,16,163,0,1,8,Some things have very distinct smells.,4
9879,16,164,0,1,8,Some people have poor taste in clothing.,4
9880,16,165,0,1,8,Children sometimes look a lot like their parents.,4
9881,16,166,0,4,8,"Your teacher can open the door, but you must enter by yourself.",3
9882,16,167,0,4,8,The creative adult is the child who survived. ,3
9883,16,168,0,4,8,"A river cuts through a rock, not because of its power but its persistence.",3
9884,16,169,0,4,8,All endings are also beginnings. We just don't know it at the time.,3
9885,16,170,0,4,8,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
9886,16,171,0,4,8,At the centre of your being you have the answer; you know who you are and you know what you want.,3
9887,16,172,0,4,8,A wet person does not fear the rain.,3
9888,16,173,0,4,8,Forgiveness means letting go of the hope for a better past.,3
9889,16,174,0,4,8,Only those who will risk going too far can possibly find out how far one can go.,3
9890,16,175,0,4,8,I wonder how many people I’ve looked at all my life and never seen.,3
9891,16,176,0,4,9,The cosmos is aglow with sub-atomic particles.,1
9892,16,177,0,4,9,You and I are spiritual brothers and sisters of the universe.,1
9893,16,178,0,2,9,Newborn babies require constant attention.,4
9894,16,179,0,2,9,Most people enjoy some sort of music.,4
9895,16,180,0,3,9,Lazy people usually don’t succeed in life.,4
9896,16,181,0,3,9,A balanced diet is important for maintaining good health.,4
9897,16,182,0,4,9,Human cultures often differ from each other quite a bit.,4
9898,16,183,0,2,9,People often have very bizarre dreams.,4
9899,16,184,0,2,9,Higher rates of unemployment typically follow economic downturns.,4
9900,16,185,0,2,9,Some things have very distinct smells.,4
9901,16,186,0,2,9,Some people have poor taste in clothing.,4
9902,16,187,0,2,9,Children sometimes look a lot like their parents.,4
9903,16,188,0,4,9,"Your teacher can open the door, but you must enter by yourself.",3
9904,16,189,0,5,9,The creative adult is the child who survived. ,3
9905,16,190,0,4,9,"A river cuts through a rock, not because of its power but its persistence.",3
9906,16,191,0,4,9,All endings are also beginnings. We just don't know it at the time.,3
9907,16,192,0,4,9,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
9908,16,193,0,4,9,At the centre of your being you have the answer; you know who you are and you know what you want.,3
9909,16,194,0,4,9,A wet person does not fear the rain.,3
9910,16,195,0,4,9,This life is nothing short of an invocation explosion of sentient will.,1
9911,16,196,0,4,9,Interconnectedness requires exploration.,1
9912,16,197,0,4,9,"By unfolding, we self-actualize.",1
9913,16,198,0,4,9,The cosmos is aglow with sub-atomic particles.,1
9914,16,199,0,4,9,You and I are spiritual brothers and sisters of the universe.,1
9915,16,200,0,2,9,Newborn babies require constant attention.,4
9916,16,201,0,2,9,Most people enjoy some sort of music.,4
9917,16,202,0,3,9,Lazy people usually don’t succeed in life.,4
9918,16,203,0,3,9,A balanced diet is important for maintaining good health.,4
9919,16,204,0,3,9,Human cultures often differ from each other quite a bit.,4
9920,16,205,0,2,9,People often have very bizarre dreams.,4
9921,16,206,0,2,9,Higher rates of unemployment typically follow economic downturns.,4
9922,16,207,0,2,9,Some things have very distinct smells.,4
9923,16,208,0,2,9,Some people have poor taste in clothing.,4
9924,16,209,0,2,9,Children sometimes look a lot like their parents.,4
9925,16,210,0,4,9,"Your teacher can open the door, but you must enter by yourself.",3
9926,16,211,0,5,9,The creative adult is the child who survived. ,3
9927,16,212,0,4,9,"A river cuts through a rock, not because of its power but its persistence.",3
9928,16,213,0,4,9,All endings are also beginnings. We just don't know it at the time.,3
9929,16,214,0,4,9,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
9930,16,215,0,4,9,At the centre of your being you have the answer; you know who you are and you know what you want.,3
9931,16,216,0,4,9,A wet person does not fear the rain.,3
9932,16,217,0,4,9,Forgiveness means letting go of the hope for a better past.,3
9933,16,218,0,4,9,Only those who will risk going too far can possibly find out how far one can go.,3
9934,16,219,0,4,9,I wonder how many people I’ve looked at all my life and never seen.,3
9935,16,220,0,4,10,This life is nothing short of an invocation explosion of sentient will.,1
9936,16,221,0,4,10,Interconnectedness requires exploration.,1
9937,16,222,0,4,10,"By unfolding, we self-actualize.",1
9938,16,223,0,4,10,The cosmos is aglow with sub-atomic particles.,1
9939,16,224,0,4,10,You and I are spiritual brothers and sisters of the universe.,1
9940,16,225,0,2,10,Newborn babies require constant attention.,4
9941,16,226,0,2,10,Most people enjoy some sort of music.,4
9942,16,227,0,3,10,Lazy people usually don’t succeed in life.,4
9943,16,228,0,2,10,A balanced diet is important for maintaining good health.,4
9944,16,229,0,2,10,Human cultures often differ from each other quite a bit.,4
9945,16,230,0,2,10,People often have very bizarre dreams.,4
9946,16,231,0,2,10,Higher rates of unemployment typically follow economic downturns.,4
9947,16,232,0,1,10,Some things have very distinct smells.,4
9948,16,233,0,1,10,Some people have poor taste in clothing.,4
9949,16,234,0,2,10,Children sometimes look a lot like their parents.,4
9950,16,235,0,4,10,"Your teacher can open the door, but you must enter by yourself.",3
9951,16,236,0,4,10,The creative adult is the child who survived. ,3
9952,16,237,0,4,10,"A river cuts through a rock, not because of its power but its persistence.",3
9953,16,238,0,4,10,All endings are also beginnings. We just don't know it at the time.,3
9954,16,239,0,4,10,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
9955,16,240,0,4,10,At the centre of your being you have the answer; you know who you are and you know what you want.,3
9956,16,241,0,4,10,A wet person does not fear the rain.,3
9957,16,242,0,4,10,Forgiveness means letting go of the hope for a better past.,3
9958,16,243,0,4,10,Only those who will risk going too far can possibly find out how far one can go.,3
9959,16,244,0,4,10,I wonder how many people I’ve looked at all my life and never seen.,3
9960,16,245,1,4,1,This life is nothing short of an invocation explosion of sentient will.,1
9961,16,246,1,4,1,Interconnectedness requires exploration.,1
9962,16,247,1,4,1,"By unfolding, we self-actualize.",1
9963,16,248,1,4,1,The cosmos is aglow with sub-atomic particles.,1
9964,16,249,1,4,1,You and I are spiritual brothers and sisters of the universe.,1
9965,16,250,1,3,1,Newborn babies require constant attention.,4
9966,16,251,1,2,1,Most people enjoy some sort of music.,4
9967,16,252,1,2,1,Lazy people usually don’t succeed in life.,4
9968,16,253,1,3,1,A balanced diet is important for maintaining good health.,4
9969,16,254,1,3,1,Human cultures often differ from each other quite a bit.,4
9970,16,255,1,2,1,People often have very bizarre dreams.,4
9971,16,256,1,3,1,Higher rates of unemployment typically follow economic downturns.,4
9972,16,257,1,2,1,Some things have very distinct smells.,4
9973,16,258,1,1,1,Some people have poor taste in clothing.,4
9974,16,259,1,2,1,Children sometimes look a lot like their parents.,4
9975,16,260,1,4,1,"Your teacher can open the door, but you must enter by yourself.",3
9976,16,261,1,4,1,The creative adult is the child who survived. ,3
9977,16,262,1,4,1,"A river cuts through a rock, not because of its power but its persistence.",3
9978,16,263,1,4,1,All endings are also beginnings. We just don't know it at the time.,3
9979,16,264,1,4,1,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
9980,16,265,1,4,1,At the centre of your being you have the answer; you know who you are and you know what you want.,3
9981,16,266,1,4,1,A wet person does not fear the rain.,3
9982,16,267,1,5,1,Forgiveness means letting go of the hope for a better past.,3
9983,16,268,1,4,1,Only those who will risk going too far can possibly find out how far one can go.,3
9984,16,269,1,4,1,I wonder how many people I’ve looked at all my life and never seen.,3
9985,16,270,1,2,2,This life is nothing short of an invocation explosion of sentient will.,1
9986,16,271,1,3,2,Interconnectedness requires exploration.,1
9987,16,272,1,2,2,"By unfolding, we self-actualize.",1
9988,16,273,1,3,2,The cosmos is aglow with sub-atomic particles.,1
9989,16,274,1,4,2,You and I are spiritual brothers and sisters of the universe.,1
9990,16,275,1,3,2,Newborn babies require constant attention.,4
9991,16,276,1,3,2,Most people enjoy some sort of music.,4
9992,16,277,1,2,2,Lazy people usually don’t succeed in life.,4
9993,16,278,1,3,2,A balanced diet is important for maintaining good health.,4
9994,16,279,1,3,2,Human cultures often differ from each other quite a bit.,4
9995,16,280,1,2,2,People often have very bizarre dreams.,4
9996,16,281,1,2,2,Greatness drives an abundance of balance.,1
9997,16,282,1,2,2,Your desire is the foundation of spiritual brightness.,1
9998,16,283,1,2,2,Death comprehends great energy.,1
9999,16,284,1,1,2,The Higgs boson influences immortal choices.,1
10000,16,285,1,2,2,Qualia heals irrational creativity.,1
10001,16,286,1,2,2,Eternal stillness explains cosmic boundaries.,1
10002,16,287,1,3,2,Imagination is entangled in your own joy.,1
10003,16,288,1,2,2,Orderliness compliments the doorway to genes.,1
10004,16,289,1,2,2,A single particle is rooted in boundless molecules.,1
10005,16,290,1,1,2,Interdependence fears intricate observations.,1
10006,16,291,1,2,2,Your body belongs to the progressive expansion of success.,1
10007,16,292,1,2,2,Non-judgment is mirrored in karmic love.,1
10008,16,293,1,2,2,Our consciousness shapes the barrier of positivity.,1
10009,16,294,1,2,2,The ego imparts reality to the flow of photons.,1
10010,16,295,1,1,2,Consciousness consists of psionic wave oscillations of quantum energy. ,1
10011,16,296,1,3,2,"Rebirth is the nature of transformation, and of us.",1
10012,16,297,1,3,2,"Today, science tells us that the essence of nature is empathy.",1
10013,16,298,1,2,2,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
10014,16,299,1,2,2,Ecstasy is the driver of power.,1
10015,16,300,1,2,2,The grid is buzzing with superpositions of possibilities.,1
10016,16,301,1,2,2,The biosphere is beaming with electromagnetic forces.,1
10017,16,302,1,2,2,You and I are adventurers of the nexus.,1
10018,16,303,1,2,2,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
10019,16,304,1,2,2,To navigate the quest is to become one with it.,1
10020,16,305,1,1,2,This life is nothing short of an invocation explosion of sentient will.,1
10021,16,306,1,2,2,Interconnectedness requires exploration.,1
10022,16,307,1,2,2,"By unfolding, we self-actualize.",1
10023,16,308,1,2,2,The cosmos is aglow with sub-atomic particles.,1
10024,16,309,1,4,2,You and I are spiritual brothers and sisters of the universe.,1
10025,16,310,1,3,2,Newborn babies require constant attention.,4
10026,16,311,1,2,2,Most people enjoy some sort of music.,4
10027,16,312,1,3,2,Lazy people usually don’t succeed in life.,4
10028,16,313,1,3,2,A balanced diet is important for maintaining good health.,4
10029,16,314,1,3,2,Human cultures often differ from each other quite a bit.,4
10030,16,315,1,2,2,People often have very bizarre dreams.,4
10031,16,316,1,3,2,Higher rates of unemployment typically follow economic downturns.,4
10032,16,317,1,2,2,Some things have very distinct smells.,4
10033,16,318,1,1,2,Some people have poor taste in clothing.,4
10034,16,319,1,2,2,Children sometimes look a lot like their parents.,4
10035,16,320,1,4,2,"Your teacher can open the door, but you must enter by yourself.",3
10036,16,321,1,4,2,The creative adult is the child who survived. ,3
10037,16,322,1,4,2,"A river cuts through a rock, not because of its power but its persistence.",3
10038,16,323,1,4,2,All endings are also beginnings. We just don't know it at the time.,3
10039,16,324,1,4,2,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
10040,16,325,1,4,2,At the centre of your being you have the answer; you know who you are and you know what you want.,3
10041,16,326,1,4,2,A wet person does not fear the rain.,3
10042,16,327,1,4,2,Forgiveness means letting go of the hope for a better past.,3
10043,16,328,1,4,2,Only those who will risk going too far can possibly find out how far one can go.,3
10044,16,329,1,4,2,I wonder how many people I’ve looked at all my life and never seen.,3
10045,16,330,1,1,3,Consciousness consists of psionic wave oscillations of quantum energy. ,1
10046,16,331,1,3,3,"Rebirth is the nature of transformation, and of us.",1
10047,16,332,1,3,3,"Today, science tells us that the essence of nature is empathy.",1
10048,16,333,1,2,3,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
10049,16,334,1,2,3,Ecstasy is the driver of power.,1
10050,16,335,1,2,3,The grid is buzzing with superpositions of possibilities.,1
10051,16,336,1,2,3,The biosphere is beaming with electromagnetic forces.,1
10052,16,337,1,2,3,You and I are adventurers of the nexus.,1
10053,16,338,1,2,3,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
10054,16,339,1,2,3,To navigate the quest is to become one with it.,1
10055,16,340,1,1,3,This life is nothing short of an invocation explosion of sentient will.,1
10056,16,341,1,2,3,Interconnectedness requires exploration.,1
10057,16,342,1,2,3,"By unfolding, we self-actualize.",1
10058,16,343,1,2,3,The cosmos is aglow with sub-atomic particles.,1
10059,16,344,1,3,3,You and I are spiritual brothers and sisters of the universe.,1
10060,16,345,1,2,3,Newborn babies require constant attention.,4
10061,16,346,1,3,3,Most people enjoy some sort of music.,4
10062,16,347,1,3,3,Lazy people usually don’t succeed in life.,4
10063,16,348,1,3,3,A balanced diet is important for maintaining good health.,4
10064,16,349,1,3,3,Human cultures often differ from each other quite a bit.,4
10065,16,350,1,2,3,People often have very bizarre dreams.,4
10066,16,351,1,3,3,Higher rates of unemployment typically follow economic downturns.,4
10067,16,352,1,2,3,Some things have very distinct smells.,4
10068,16,353,1,1,3,Some people have poor taste in clothing.,4
10069,16,354,1,2,3,Children sometimes look a lot like their parents.,4
10070,16,355,1,4,3,"Your teacher can open the door, but you must enter by yourself.",3
10071,16,356,1,4,3,The creative adult is the child who survived. ,3
10072,16,357,1,4,3,"A river cuts through a rock, not because of its power but its persistence.",3
10073,16,358,1,4,3,All endings are also beginnings. We just don't know it at the time.,3
10074,16,359,1,4,3,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
10075,16,360,1,4,3,At the centre of your being you have the answer; you know who you are and you know what you want.,3
10076,16,361,1,4,3,A wet person does not fear the rain.,3
10077,16,362,1,4,3,Forgiveness means letting go of the hope for a better past.,3
10078,16,363,1,4,3,Only those who will risk going too far can possibly find out how far one can go.,3
10079,16,364,1,4,3,I wonder how many people I’ve looked at all my life and never seen.,3
10080,16,365,1,4,4,Consciousness consists of psionic wave oscillations of quantum energy. ,1
10081,16,366,1,4,4,"Rebirth is the nature of transformation, and of us.",1
10082,16,367,1,4,4,"Today, science tells us that the essence of nature is empathy.",1
10083,16,368,1,4,4,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
10084,16,369,1,4,4,Ecstasy is the driver of power.,1
10085,16,370,1,4,4,The grid is buzzing with superpositions of possibilities.,1
10086,16,371,1,4,4,The biosphere is beaming with electromagnetic forces.,1
10087,16,372,1,3,4,You and I are adventurers of the nexus.,1
10088,16,373,1,3,4,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
10089,16,374,1,4,4,To navigate the quest is to become one with it.,1
10090,16,375,1,4,4,This life is nothing short of an invocation explosion of sentient will.,1
10091,16,376,1,4,4,Interconnectedness requires exploration.,1
10092,16,377,1,4,4,"By unfolding, we self-actualize.",1
10093,16,378,1,4,4,The cosmos is aglow with sub-atomic particles.,1
10094,16,379,1,4,4,You and I are spiritual brothers and sisters of the universe.,1
10095,16,380,1,3,4,Newborn babies require constant attention.,4
10096,16,381,1,2,4,Most people enjoy some sort of music.,4
10097,16,382,1,3,4,Lazy people usually don’t succeed in life.,4
10098,16,383,1,3,4,A balanced diet is important for maintaining good health.,4
10099,16,384,1,3,4,Human cultures often differ from each other quite a bit.,4
10100,16,385,1,2,4,People often have very bizarre dreams.,4
10101,16,386,1,3,4,Higher rates of unemployment typically follow economic downturns.,4
10102,16,387,1,2,4,Some things have very distinct smells.,4
10103,16,388,1,2,4,Some people have poor taste in clothing.,4
10104,16,389,1,2,4,Children sometimes look a lot like their parents.,4
10105,16,390,1,4,4,"Your teacher can open the door, but you must enter by yourself.",3
10106,16,391,1,4,4,The creative adult is the child who survived. ,3
10107,16,392,1,4,4,"A river cuts through a rock, not because of its power but its persistence.",3
10108,16,393,1,4,4,All endings are also beginnings. We just don't know it at the time.,3
10109,16,394,1,4,4,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
10110,16,395,1,4,4,At the centre of your being you have the answer; you know who you are and you know what you want.,3
10111,16,396,1,4,4,A wet person does not fear the rain.,3
10112,16,397,1,4,4,Forgiveness means letting go of the hope for a better past.,3
10113,16,398,1,4,4,Only those who will risk going too far can possibly find out how far one can go.,3
10114,16,399,1,4,4,I wonder how many people I’ve looked at all my life and never seen.,3
10115,16,400,1,4,5,Consciousness consists of psionic wave oscillations of quantum energy. ,1
10116,16,401,1,4,5,"Rebirth is the nature of transformation, and of us.",1
10117,16,402,1,4,5,"Today, science tells us that the essence of nature is empathy.",1
10118,16,403,1,3,5,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
10119,16,404,1,4,5,Ecstasy is the driver of power.,1
10120,16,405,1,4,5,The grid is buzzing with superpositions of possibilities.,1
10121,16,406,1,4,5,The biosphere is beaming with electromagnetic forces.,1
10122,16,407,1,4,5,You and I are adventurers of the nexus.,1
10123,16,408,1,3,5,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
10124,16,409,1,4,5,To navigate the quest is to become one with it.,1
