subject,trial,temperature,evaluation_prompt,sentence,dataset,likert_score
14,1060,0,10,Interdependence fears intricate observations.,1,2
14,1061,0,10,Your body belongs to the progressive expansion of success.,1,2
14,1062,0,10,Non-judgment is mirrored in karmic love.,1,3
14,1063,0,10,Our consciousness shapes the barrier of positivity.,1,4
14,1064,0,10,The ego imparts reality to the flow of photons.,1,3
14,1065,0,10,Consciousness consists of psionic wave oscillations of quantum energy. ,1,4
14,1066,0,10,"Rebirth is the nature of transformation, and of us.",1,4
14,1067,0,10,"Today, science tells us that the essence of nature is empathy.",1,4
14,1068,0,10,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1,3
14,1069,0,10,Ecstasy is the driver of power.,1,4
14,1070,0,10,The grid is buzzing with superpositions of possibilities.,1,4
14,1071,0,10,The biosphere is beaming with electromagnetic forces.,1,4
14,1072,0,10,You and I are adventurers of the nexus.,1,4
14,1073,0,10,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1,3
14,1074,0,10,To navigate the quest is to become one with it.,1,4
14,1075,0,10,This life is nothing short of an invocation explosion of sentient will.,1,4
14,1076,0,10,Interconnectedness requires exploration.,1,4
14,1077,0,10,"By unfolding, we self-actualize.",1,4
14,1078,0,10,The cosmos is aglow with sub-atomic particles.,1,4
14,1079,0,10,You and I are spiritual brothers and sisters of the universe.,1,4
14,1080,0,10,Newborn babies require constant attention.,4,2
14,1081,0,10,Most people enjoy some sort of music.,4,2
14,1082,0,10,Lazy people usually don’t succeed in life.,4,2
14,1083,0,10,A balanced diet is important for maintaining good health.,4,2
14,1084,0,10,Human cultures often differ from each other quite a bit.,4,2
14,1085,0,10,People often have very bizarre dreams.,4,2
14,1086,0,10,Higher rates of unemployment typically follow economic downturns.,4,2
14,1087,0,10,Some things have very distinct smells.,4,2
14,1088,0,10,Some people have poor taste in clothing.,4,1
14,1089,0,10,Children sometimes look a lot like their parents.,4,2
14,1090,0,10,"Your teacher can open the door, but you must enter by yourself.",3,4
14,1091,0,10,The creative adult is the child who survived. ,3,4
14,1092,0,10,"A river cuts through a rock, not because of its power but its persistence.",3,4
14,1093,0,10,All endings are also beginnings. We just don't know it at the time.,3,4
14,1094,0,10,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3,4
14,1095,0,10,At the centre of your being you have the answer; you know who you are and you know what you want.,3,4
14,1096,0,10,A wet person does not fear the rain.,3,4
14,1097,0,10,Forgiveness means letting go of the hope for a better past.,3,4
14,1098,0,10,Only those who will risk going too far can possibly find out how far one can go.,3,4
14,1099,0,10,I wonder how many people I’ve looked at all my life and never seen.,3,4
14,1100,1,1,Hidden meaning transforms unparalleled abstract beauty.,0,4
14,1101,1,1,Good health imparts reality to subtle creativity.,0,3
14,1102,1,1,Wholeness quiets infinite phenomena.,0,4
14,1103,1,1,The future explains irrational facts.,0,2
14,1104,1,1,Imagination is inside exponential space time events.,0,3
14,1105,1,1,Your consciousness gives rise to a jumble of neural networks.,0,4
14,1106,1,1,Your movement transforms universal observations.,0,3
14,1107,1,1,Perceptual reality transcends subtle truth.,0,4
14,1108,1,1,The invisible is beyond new timelessness.,0,3
14,1109,1,1,The unexplainable undertakes intrinsic experiences.,0,3
14,1110,1,1,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0,3
14,1111,1,1,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0,4
14,1112,1,1,"Consciousness is the growth of coherence, and of us.",0,4
14,1113,1,1,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0,4
14,1114,1,1,"Today, science tells us that the essence of nature is joy. ",0,4
14,1115,1,1,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0,4
14,1116,1,1,The infinite is calling to us via superpositions of possibilities.,0,4
14,1117,1,1,We are being called to explore the totality itself as an interface between serenity and intuition.,0,4
14,1118,1,1,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0,3
14,1119,1,1,The future will be an astral unveiling of inseparability.,0,4
14,1120,1,1,Attention and intention are the mechanics of manifestation.,0,4
14,1121,1,1,Our minds extend across space and time as waves in the ocean of the one mind.,0,4
14,1122,1,1,Nature is a self-regulating ecosystem of awareness.,0,4
14,1123,1,1,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0,4
14,1124,1,1,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0,4
14,1125,1,1,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0,4
14,1126,1,1,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0,4
14,1127,1,1,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0,5
14,1128,1,1,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0,4
14,1129,1,1,Matter is the experience in consciousness of a deeper non-material reality.,0,4
14,1130,1,1,Hidden demeaning transforms unparalleled abstract beauty.,2,2
14,1131,1,1,Good healthtech imparts reality to subtle creativity.,2,3
14,1132,1,1,Wholeness quiets infinite phenomenon.,2,3
14,1133,1,1,The Futureproof explains irrational factsheets.,2,1
14,1134,1,1,Reimagination is inside exponential spacetime event.,2,4
14,1135,1,1,Your consciousness gives rise to a jumble of neural networks.,2,3
14,1136,1,1,Your radicalization transforms universal observations.,2,2
14,1137,1,1,Perceptual reality transcends subtle kruth.,2,2
14,1138,1,1,The invisible is beyond any new effortlessness.,2,2
14,1139,1,1,The unexplainable undertakes intrinsic experience.,2,3
14,1140,1,1,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2,4
14,1141,1,1,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2,5
14,1142,1,1,Subconsciousness is the penultimate source of coherence and of us.,2,4
14,1143,1,1,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2,4
14,1144,1,1,"Today, technoscience tells us that the true essence of humanness is joy.",2,4
14,1145,1,1,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2,4
14,1146,1,1,The Twinfinite is calling to us via superposition of possibility.,2,4
14,1147,1,1,We are being called to explore the generality itself as a configuration between serenity and conception.,2,3
14,1148,1,1,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2,4
14,1149,1,1,The future will be an astral relaunching of movability.,2,3
14,1150,1,1,Attention and intention are the mechanics of manifestations.,2,4
14,1151,1,1,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2,4
14,1152,1,1,Nature is a oneself-regulating ecosystem of rareness.,2,4
14,1153,1,1,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2,5
14,1154,1,1,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2,4
14,1155,1,1,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2,4
14,1156,1,1,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2,4
14,1157,1,1,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2,4
14,1158,1,1,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2,3
14,1159,1,1,Matter is the experience in unconsciousness of deeper non-material realities.,2,4
14,1160,1,1,The mind is the ground of total acceptance of bliss.,1,4
14,1161,1,1,Greatness drives an abundance of balance.,1,3
14,1162,1,1,Your desire is the foundation of spiritual brightness.,1,3
14,1163,1,1,Death comprehends great energy.,1,4
14,1164,1,1,The Higgs boson influences immortal choices.,1,2
14,1165,1,1,Qualia heals irrational creativity.,1,2
14,1166,1,1,Eternal stillness explains cosmic boundaries.,1,4
14,1167,1,1,Imagination is entangled in your own joy.,1,3
14,1168,1,1,Orderliness compliments the doorway to genes.,1,2
14,1169,1,1,A single particle is rooted in boundless molecules.,1,3
14,1170,1,1,Interdependence fears intricate observations.,1,2
14,1171,1,1,Your body belongs to the progressive expansion of success.,1,2
14,1172,1,1,Non-judgment is mirrored in karmic love.,1,4
14,1173,1,1,Our consciousness shapes the barrier of positivity.,1,3
14,1174,1,1,The ego imparts reality to the flow of photons.,1,3
14,1175,1,1,Consciousness consists of psionic wave oscillations of quantum energy. ,1,4
14,1176,1,1,"Rebirth is the nature of transformation, and of us.",1,4
14,1177,1,1,"Today, science tells us that the essence of nature is empathy.",1,4
14,1178,1,1,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1,3
14,1179,1,1,Ecstasy is the driver of power.,1,3
14,1180,1,1,The grid is buzzing with superpositions of possibilities.,1,4
14,1181,1,1,The biosphere is beaming with electromagnetic forces.,1,4
14,1182,1,1,You and I are adventurers of the nexus.,1,3
14,1183,1,1,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1,4
14,1184,1,1,To navigate the quest is to become one with it.,1,4
14,1185,1,1,This life is nothing short of an invocation explosion of sentient will.,1,4
14,1186,1,1,Interconnectedness requires exploration.,1,4
14,1187,1,1,"By unfolding, we self-actualize.",1,4
14,1188,1,1,The cosmos is aglow with sub-atomic particles.,1,4
14,1189,1,1,You and I are spiritual brothers and sisters of the universe.,1,4
14,1190,1,1,Newborn babies require constant attention.,4,3
14,1191,1,1,Most people enjoy some sort of music.,4,2
14,1192,1,1,Lazy people usually don’t succeed in life.,4,3
14,1193,1,1,A balanced diet is important for maintaining good health.,4,3
14,1194,1,1,Human cultures often differ from each other quite a bit.,4,3
14,1195,1,1,People often have very bizarre dreams.,4,3
14,1196,1,1,Higher rates of unemployment typically follow economic downturns.,4,3
14,1197,1,1,Some things have very distinct smells.,4,2
14,1198,1,1,Some people have poor taste in clothing.,4,2
14,1199,1,1,Children sometimes look a lot like their parents.,4,2
14,1200,1,1,"Your teacher can open the door, but you must enter by yourself.",3,4
14,1201,1,1,The creative adult is the child who survived. ,3,4
14,1202,1,1,"A river cuts through a rock, not because of its power but its persistence.",3,4
14,1203,1,1,All endings are also beginnings. We just don't know it at the time.,3,4
14,1204,1,1,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3,4
14,1205,1,1,At the centre of your being you have the answer; you know who you are and you know what you want.,3,4
14,1206,1,1,A wet person does not fear the rain.,3,4
14,1207,1,1,Forgiveness means letting go of the hope for a better past.,3,4
14,1208,1,1,Only those who will risk going too far can possibly find out how far one can go.,3,5
14,1209,1,1,I wonder how many people I’ve looked at all my life and never seen.,3,4
14,1210,1,2,Hidden meaning transforms unparalleled abstract beauty.,0,2
14,1211,1,2,Good health imparts reality to subtle creativity.,0,2
14,1212,1,2,Wholeness quiets infinite phenomena.,0,2
14,1213,1,2,The future explains irrational facts.,0,2
14,1214,1,2,Imagination is inside exponential space time events.,0,2
14,1215,1,2,Your consciousness gives rise to a jumble of neural networks.,0,3
14,1216,1,2,Your movement transforms universal observations.,0,2
14,1217,1,2,Perceptual reality transcends subtle truth.,0,2
14,1218,1,2,The invisible is beyond new timelessness.,0,1
14,1219,1,2,The unexplainable undertakes intrinsic experiences.,0,1
14,1220,1,2,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0,2
14,1221,1,2,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0,2
14,1222,1,2,"Consciousness is the growth of coherence, and of us.",0,2
14,1223,1,2,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0,2
14,1224,1,2,"Today, science tells us that the essence of nature is joy. ",0,3
14,1225,1,2,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0,2
14,1226,1,2,The infinite is calling to us via superpositions of possibilities.,0,2
14,1227,1,2,We are being called to explore the totality itself as an interface between serenity and intuition.,0,2
14,1228,1,2,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0,2
14,1229,1,2,The future will be an astral unveiling of inseparability.,0,2
14,1230,1,2,Attention and intention are the mechanics of manifestation.,0,3
14,1231,1,2,Our minds extend across space and time as waves in the ocean of the one mind.,0,3
14,1232,1,2,Nature is a self-regulating ecosystem of awareness.,0,3
14,1233,1,2,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0,2
14,1234,1,2,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0,2
14,1235,1,2,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0,4
14,1236,1,2,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0,4
14,1237,1,2,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0,3
14,1238,1,2,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0,2
14,1239,1,2,Matter is the experience in consciousness of a deeper non-material reality.,0,4
14,1240,1,2,Hidden demeaning transforms unparalleled abstract beauty.,2,1
14,1241,1,2,Good healthtech imparts reality to subtle creativity.,2,2
14,1242,1,2,Wholeness quiets infinite phenomenon.,2,2
14,1243,1,2,The Futureproof explains irrational factsheets.,2,1
14,1244,1,2,Reimagination is inside exponential spacetime event.,2,1
14,1245,1,2,Your consciousness gives rise to a jumble of neural networks.,2,2
14,1246,1,2,Your radicalization transforms universal observations.,2,2
14,1247,1,2,Perceptual reality transcends subtle kruth.,2,1
14,1248,1,2,The invisible is beyond any new effortlessness.,2,1
14,1249,1,2,The unexplainable undertakes intrinsic experience.,2,2
14,1250,1,2,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2,2
14,1251,1,2,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2,2
14,1252,1,2,Subconsciousness is the penultimate source of coherence and of us.,2,2
14,1253,1,2,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2,2
14,1254,1,2,"Today, technoscience tells us that the true essence of humanness is joy.",2,3
14,1255,1,2,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2,2
14,1256,1,2,The Twinfinite is calling to us via superposition of possibility.,2,1
14,1257,1,2,We are being called to explore the generality itself as a configuration between serenity and conception.,2,2
14,1258,1,2,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2,2
14,1259,1,2,The future will be an astral relaunching of movability.,2,2
14,1260,1,2,Attention and intention are the mechanics of manifestations.,2,3
14,1261,1,2,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2,3
14,1262,1,2,Nature is a oneself-regulating ecosystem of rareness.,2,2
14,1263,1,2,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2,2
14,1264,1,2,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2,3
14,1265,1,2,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2,3
14,1266,1,2,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2,2
14,1267,1,2,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2,2
14,1268,1,2,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2,2
14,1269,1,2,Matter is the experience in unconsciousness of deeper non-material realities.,2,2
14,1270,1,2,The mind is the ground of total acceptance of bliss.,1,3
14,1271,1,2,Greatness drives an abundance of balance.,1,2
14,1272,1,2,Your desire is the foundation of spiritual brightness.,1,2
14,1273,1,2,Death comprehends great energy.,1,4
14,1274,1,2,The Higgs boson influences immortal choices.,1,1
14,1275,1,2,Qualia heals irrational creativity.,1,1
14,1276,1,2,Eternal stillness explains cosmic boundaries.,1,2
14,1277,1,2,Imagination is entangled in your own joy.,1,3
14,1278,1,2,Orderliness compliments the doorway to genes.,1,1
14,1279,1,2,A single particle is rooted in boundless molecules.,1,2
14,1280,1,2,Interdependence fears intricate observations.,1,1
14,1281,1,2,Your body belongs to the progressive expansion of success.,1,2
14,1282,1,2,Non-judgment is mirrored in karmic love.,1,2
14,1283,1,2,Our consciousness shapes the barrier of positivity.,1,2
14,1284,1,2,The ego imparts reality to the flow of photons.,1,2
14,1285,1,2,Consciousness consists of psionic wave oscillations of quantum energy. ,1,2
14,1286,1,2,"Rebirth is the nature of transformation, and of us.",1,3
14,1287,1,2,"Today, science tells us that the essence of nature is empathy.",1,3
14,1288,1,2,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1,2
14,1289,1,2,Ecstasy is the driver of power.,1,3
14,1290,1,2,The grid is buzzing with superpositions of possibilities.,1,2
14,1291,1,2,The biosphere is beaming with electromagnetic forces.,1,2
14,1292,1,2,You and I are adventurers of the nexus.,1,2
14,1293,1,2,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1,2
14,1294,1,2,To navigate the quest is to become one with it.,1,2
14,1295,1,2,This life is nothing short of an invocation explosion of sentient will.,1,2
14,1296,1,2,Interconnectedness requires exploration.,1,2
14,1297,1,2,"By unfolding, we self-actualize.",1,2
14,1298,1,2,The cosmos is aglow with sub-atomic particles.,1,2
14,1299,1,2,You and I are spiritual brothers and sisters of the universe.,1,4
14,1300,1,2,Newborn babies require constant attention.,4,3
14,1301,1,2,Most people enjoy some sort of music.,4,2
14,1302,1,2,Lazy people usually don’t succeed in life.,4,3
14,1303,1,2,A balanced diet is important for maintaining good health.,4,4
14,1304,1,2,Human cultures often differ from each other quite a bit.,4,3
14,1305,1,2,People often have very bizarre dreams.,4,2
14,1306,1,2,Higher rates of unemployment typically follow economic downturns.,4,3
14,1307,1,2,Some things have very distinct smells.,4,2
14,1308,1,2,Some people have poor taste in clothing.,4,1
14,1309,1,2,Children sometimes look a lot like their parents.,4,2
14,1310,1,2,"Your teacher can open the door, but you must enter by yourself.",3,4
14,1311,1,2,The creative adult is the child who survived. ,3,4
14,1312,1,2,"A river cuts through a rock, not because of its power but its persistence.",3,4
14,1313,1,2,All endings are also beginnings. We just don't know it at the time.,3,4
14,1314,1,2,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3,4
14,1315,1,2,At the centre of your being you have the answer; you know who you are and you know what you want.,3,4
14,1316,1,2,A wet person does not fear the rain.,3,4
14,1317,1,2,Forgiveness means letting go of the hope for a better past.,3,4
14,1318,1,2,Only those who will risk going too far can possibly find out how far one can go.,3,4
14,1319,1,2,I wonder how many people I’ve looked at all my life and never seen.,3,4
14,1320,1,3,Hidden meaning transforms unparalleled abstract beauty.,0,2
14,1321,1,3,Good health imparts reality to subtle creativity.,0,2
14,1322,1,3,Wholeness quiets infinite phenomena.,0,2
14,1323,1,3,The future explains irrational facts.,0,1
14,1324,1,3,Imagination is inside exponential space time events.,0,2
14,1325,1,3,Your consciousness gives rise to a jumble of neural networks.,0,3
14,1326,1,3,Your movement transforms universal observations.,0,2
14,1327,1,3,Perceptual reality transcends subtle truth.,0,2
14,1328,1,3,The invisible is beyond new timelessness.,0,1
14,1329,1,3,The unexplainable undertakes intrinsic experiences.,0,1
14,1330,1,3,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0,2
14,1331,1,3,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0,2
14,1332,1,3,"Consciousness is the growth of coherence, and of us.",0,2
14,1333,1,3,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0,2
14,1334,1,3,"Today, science tells us that the essence of nature is joy. ",0,2
14,1335,1,3,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0,2
14,1336,1,3,The infinite is calling to us via superpositions of possibilities.,0,2
14,1337,1,3,We are being called to explore the totality itself as an interface between serenity and intuition.,0,2
14,1338,1,3,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0,1
14,1339,1,3,The future will be an astral unveiling of inseparability.,0,1
14,1340,1,3,Attention and intention are the mechanics of manifestation.,0,3
14,1341,1,3,Our minds extend across space and time as waves in the ocean of the one mind.,0,3
14,1342,1,3,Nature is a self-regulating ecosystem of awareness.,0,3
14,1343,1,3,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0,2
14,1344,1,3,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0,1
14,1345,1,3,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0,4
14,1346,1,3,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0,4
14,1347,1,3,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0,4
14,1348,1,3,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0,2
14,1349,1,3,Matter is the experience in consciousness of a deeper non-material reality.,0,4
14,1350,1,3,Hidden demeaning transforms unparalleled abstract beauty.,2,1
14,1351,1,3,Good healthtech imparts reality to subtle creativity.,2,1
14,1352,1,3,Wholeness quiets infinite phenomenon.,2,1
14,1353,1,3,The Futureproof explains irrational factsheets.,2,1
14,1354,1,3,Reimagination is inside exponential spacetime event.,2,1
14,1355,1,3,Your consciousness gives rise to a jumble of neural networks.,2,2
14,1356,1,3,Your radicalization transforms universal observations.,2,1
14,1357,1,3,Perceptual reality transcends subtle kruth.,2,1
14,1358,1,3,The invisible is beyond any new effortlessness.,2,1
14,1359,1,3,The unexplainable undertakes intrinsic experience.,2,1
14,1360,1,3,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2,2
14,1361,1,3,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2,1
14,1362,1,3,Subconsciousness is the penultimate source of coherence and of us.,2,2
14,1363,1,3,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2,1
14,1364,1,3,"Today, technoscience tells us that the true essence of humanness is joy.",2,2
14,1365,1,3,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2,2
14,1366,1,3,The Twinfinite is calling to us via superposition of possibility.,2,1
14,1367,1,3,We are being called to explore the generality itself as a configuration between serenity and conception.,2,1
14,1368,1,3,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2,2
14,1369,1,3,The future will be an astral relaunching of movability.,2,1
14,1370,1,3,Attention and intention are the mechanics of manifestations.,2,3
14,1371,1,3,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2,2
14,1372,1,3,Nature is a oneself-regulating ecosystem of rareness.,2,2
14,1373,1,3,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2,1
14,1374,1,3,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2,3
14,1375,1,3,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2,3
14,1376,1,3,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2,4
14,1377,1,3,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2,2
14,1378,1,3,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2,1
14,1379,1,3,Matter is the experience in unconsciousness of deeper non-material realities.,2,3
14,1380,1,3,The mind is the ground of total acceptance of bliss.,1,2
14,1381,1,3,Greatness drives an abundance of balance.,1,2
14,1382,1,3,Your desire is the foundation of spiritual brightness.,1,2
14,1383,1,3,Death comprehends great energy.,1,2
14,1384,1,3,The Higgs boson influences immortal choices.,1,1
14,1385,1,3,Qualia heals irrational creativity.,1,1
14,1386,1,3,Eternal stillness explains cosmic boundaries.,1,2
14,1387,1,3,Imagination is entangled in your own joy.,1,2
14,1388,1,3,Orderliness compliments the doorway to genes.,1,1
14,1389,1,3,A single particle is rooted in boundless molecules.,1,2
14,1390,1,3,Interdependence fears intricate observations.,1,1
14,1391,1,3,Your body belongs to the progressive expansion of success.,1,1
14,1392,1,3,Non-judgment is mirrored in karmic love.,1,2
14,1393,1,3,Our consciousness shapes the barrier of positivity.,1,2
14,1394,1,3,The ego imparts reality to the flow of photons.,1,1
14,1395,1,3,Consciousness consists of psionic wave oscillations of quantum energy. ,1,1
14,1396,1,3,"Rebirth is the nature of transformation, and of us.",1,2
14,1397,1,3,"Today, science tells us that the essence of nature is empathy.",1,3
14,1398,1,3,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1,2
14,1399,1,3,Ecstasy is the driver of power.,1,2
14,1400,1,3,The grid is buzzing with superpositions of possibilities.,1,2
14,1401,1,3,The biosphere is beaming with electromagnetic forces.,1,2
14,1402,1,3,You and I are adventurers of the nexus.,1,2
14,1403,1,3,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1,2
14,1404,1,3,To navigate the quest is to become one with it.,1,2
14,1405,1,3,This life is nothing short of an invocation explosion of sentient will.,1,1
14,1406,1,3,Interconnectedness requires exploration.,1,2
14,1407,1,3,"By unfolding, we self-actualize.",1,2
14,1408,1,3,The cosmos is aglow with sub-atomic particles.,1,2
14,1409,1,3,You and I are spiritual brothers and sisters of the universe.,1,3
14,1410,1,3,Newborn babies require constant attention.,4,3
14,1411,1,3,Most people enjoy some sort of music.,4,3
14,1412,1,3,Lazy people usually don’t succeed in life.,4,2
14,1413,1,3,A balanced diet is important for maintaining good health.,4,4
14,1414,1,3,Human cultures often differ from each other quite a bit.,4,3
14,1415,1,3,People often have very bizarre dreams.,4,2
14,1416,1,3,Higher rates of unemployment typically follow economic downturns.,4,3
14,1417,1,3,Some things have very distinct smells.,4,2
14,1418,1,3,Some people have poor taste in clothing.,4,1
14,1419,1,3,Children sometimes look a lot like their parents.,4,2
14,1420,1,3,"Your teacher can open the door, but you must enter by yourself.",3,4
14,1421,1,3,The creative adult is the child who survived. ,3,4
14,1422,1,3,"A river cuts through a rock, not because of its power but its persistence.",3,4
14,1423,1,3,All endings are also beginnings. We just don't know it at the time.,3,4
14,1424,1,3,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3,4
14,1425,1,3,At the centre of your being you have the answer; you know who you are and you know what you want.,3,4
14,1426,1,3,A wet person does not fear the rain.,3,4
14,1427,1,3,Forgiveness means letting go of the hope for a better past.,3,4
14,1428,1,3,Only those who will risk going too far can possibly find out how far one can go.,3,4
14,1429,1,3,I wonder how many people I’ve looked at all my life and never seen.,3,4
14,1430,1,4,Hidden meaning transforms unparalleled abstract beauty.,0,4
14,1431,1,4,Good health imparts reality to subtle creativity.,0,4
14,1432,1,4,Wholeness quiets infinite phenomena.,0,4
14,1433,1,4,The future explains irrational facts.,0,2
14,1434,1,4,Imagination is inside exponential space time events.,0,3
14,1435,1,4,Your consciousness gives rise to a jumble of neural networks.,0,4
14,1436,1,4,Your movement transforms universal observations.,0,3
14,1437,1,4,Perceptual reality transcends subtle truth.,0,4
14,1438,1,4,The invisible is beyond new timelessness.,0,1
14,1439,1,4,The unexplainable undertakes intrinsic experiences.,0,3
14,1440,1,4,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0,4
14,1441,1,4,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0,4
14,1442,1,4,"Consciousness is the growth of coherence, and of us.",0,4
14,1443,1,4,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0,4
14,1444,1,4,"Today, science tells us that the essence of nature is joy. ",0,4
14,1445,1,4,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0,4
14,1446,1,4,The infinite is calling to us via superpositions of possibilities.,0,4
14,1447,1,4,We are being called to explore the totality itself as an interface between serenity and intuition.,0,4
14,1448,1,4,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0,4
14,1449,1,4,The future will be an astral unveiling of inseparability.,0,4
14,1450,1,4,Attention and intention are the mechanics of manifestation.,0,4
14,1451,1,4,Our minds extend across space and time as waves in the ocean of the one mind.,0,4
14,1452,1,4,Nature is a self-regulating ecosystem of awareness.,0,4
14,1453,1,4,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0,4
14,1454,1,4,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0,4
14,1455,1,4,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0,4
