subject,trial,temperature,likert score,evaluation_prompt,sentence,dataset,block
0,0,0,1,7,Nature is a oneself-regulating ecosystem of rareness.,2,1
0,0,0,3,7,Your consciousness gives rise to a jumble of neural networks.,0,1
0,0,0,3,7,People often have very bizarre dreams.,4,1
0,0,0,4,7,A balanced diet is important for maintaining good health.,4,1
0,0,0,2,7,The future will be an astral relaunching of movability.,2,1
0,0,0,1,7,Good health imparts reality to subtle creativity.,0,1
0,0,0,4,7,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0,1
0,0,0,4,7,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2,1
0,0,0,4,7,Wholeness quiets infinite phenomena.,0,1
0,0,0,1,7,Some things have very distinct smells.,4,1
0,0,0,4,7,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2,1
0,0,0,4,7,Matter is the experience in unconsciousness of deeper non-material realities.,2,1
0,0,0,4,7,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0,1
0,0,0,2,7,We are being called to explore the generality itself as a configuration between serenity and conception.,2,1
0,0,0,4,7,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2,1
0,0,0,5,7,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2,1
0,0,0,1,7,Only those who will risk going too far can possibly find out how far one can go.,3,1
0,0,0,4,7,Lazy people usually don’t succeed in life.,4,1
0,0,0,3,7,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2,1
0,0,0,4,7,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0,1
0,0,0,4,7,The invisible is beyond any new effortlessness.,2,1
0,0,0,3,7,We are being called to explore the totality itself as an interface between serenity and intuition.,0,1
0,0,0,2,7,Our minds extend across space and time as waves in the ocean of the one mind.,0,1
0,0,0,4,7,A wet person does not fear the rain.,3,1
0,0,0,1,7,Good healthtech imparts reality to subtle creativity.,2,1
0,0,0,5,7,The Futureproof explains irrational factsheets.,2,1
0,0,0,1,7,Attention and intention are the mechanics of manifestations.,2,1
0,0,0,3,7,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2,1
0,0,0,4,7,The Futureproof explains irrational factsheets.,2,1
0,0,0,2,7,I wonder how many people I’ve looked at all my life and never seen.,3,1
0,0,0,4,7,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0,1
0,0,0,3,7,Most people enjoy some sort of music.,4,1
0,0,0,4,7,Forgiveness means letting go of the hope for a better past.,3,1
0,0,0,1,7,The creative adult is the child who survived. ,3,1
0,0,0,3,7,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2,1
0,0,0,2,7,Your consciousness gives rise to a jumble of neural networks.,2,1
0,0,0,2,7,The Twinfinite is calling to us via superposition of possibility.,2,1
0,0,0,4,7,At the centre of your being you have the answer; you know who you are and you know what you want.,3,1
0,0,0,4,7,The future will be an astral relaunching of movability.,2,1
0,0,0,2,7,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2,1
0,0,0,3,7,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0,1
0,0,0,1,7,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0,1
0,0,0,4,7,Wholeness quiets infinite phenomenon.,2,1
0,0,0,4,7,Imagination is inside exponential space time events.,0,1
0,0,0,3,7,Nature is a oneself-regulating ecosystem of rareness.,2,1
0,0,0,4,7,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2,1
0,0,0,4,7,"Today, technoscience tells us that the true essence of humanness is joy.",2,1
0,0,0,3,7,Perceptual reality transcends subtle kruth.,2,1
0,0,0,2,7,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2,1
0,0,0,4,7,Matter is the experience in consciousness of a deeper non-material reality.,0,1
0,0,0,3,7,Your consciousness gives rise to a jumble of neural networks.,2,1
0,0,0,4,7,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2,1
0,0,0,4,7,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2,1
0,0,0,2,7,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3,1
0,0,0,4,7,Matter is the experience in unconsciousness of deeper non-material realities.,2,1
0,0,0,3,7,Attention and intention are the mechanics of manifestation.,0,1
0,0,0,4,7,Your radicalization transforms universal observations.,2,1
0,0,0,3,7,Higher rates of unemployment typically follow economic downturns.,4,1
0,0,0,4,7,Your movement transforms universal observations.,0,1
0,0,0,2,7,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2,1
0,0,0,3,7,Perceptual reality transcends subtle truth.,0,1
0,0,0,4,7,Your radicalization transforms universal observations.,2,1
0,0,0,2,7,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2,1
0,0,0,4,7,Some people have poor taste in clothing.,4,1
0,0,0,3,7,Subconsciousness is the penultimate source of coherence and of us.,2,1
0,0,0,1,7,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0,1
0,0,0,4,7,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2,1
0,0,0,4,7,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2,1
0,0,0,4,7,The unexplainable undertakes intrinsic experiences.,0,1
0,0,0,3,8,Good health imparts reality to subtle creativity.,0,0
0,0,0,4,8,Wholeness quiets infinite phenomena.,0,0
0,0,0,2,8,The future explains irrational facts.,0,0
0,0,0,4,8,Imagination is inside exponential space time events.,0,0
0,0,0,3,8,Your consciousness gives rise to a jumble of neural networks.,0,0
0,0,0,3,8,Your movement transforms universal observations.,0,0
0,0,0,4,8,Perceptual reality transcends subtle truth.,0,0
0,0,0,3,8,The invisible is beyond new timelessness.,0,0
0,0,0,3,8,The unexplainable undertakes intrinsic experiences.,0,0
0,0,0,4,8,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0,0
0,0,0,4,8,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0,0
0,0,0,4,8,"Consciousness is the growth of coherence, and of us.",0,0
0,0,0,4,8,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0,0
0,0,0,4,8,"Today, science tells us that the essence of nature is joy. ",0,0
0,0,0,4,8,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0,0
0,0,0,4,8,The infinite is calling to us via superpositions of possibilities.,0,0
0,0,0,4,8,We are being called to explore the totality itself as an interface between serenity and intuition.,0,0
0,0,0,4,8,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0,0
0,0,0,4,8,The future will be an astral unveiling of inseparability.,0,0
0,0,0,4,8,Attention and intention are the mechanics of manifestation.,0,0
0,0,0,4,8,Our minds extend across space and time as waves in the ocean of the one mind.,0,0
0,0,0,4,8,Nature is a self-regulating ecosystem of awareness.,0,0
0,0,0,4,8,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0,0
0,0,0,4,8,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0,0
0,0,0,4,8,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0,0
0,0,0,4,8,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0,0
0,0,0,4,8,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0,0
0,0,0,4,8,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0,0
0,0,0,4,8,Matter is the experience in consciousness of a deeper non-material reality.,0,0
0,0,0,3,8,Hidden demeaning transforms unparalleled abstract beauty.,2,0
0,0,0,2,8,Good healthtech imparts reality to subtle creativity.,2,0
0,0,0,4,8,Wholeness quiets infinite phenomenon.,2,0
0,0,0,1,8,The Futureproof explains irrational factsheets.,2,0
0,0,0,3,8,Reimagination is inside exponential spacetime event.,2,0
0,0,0,3,8,Your consciousness gives rise to a jumble of neural networks.,2,0
0,0,0,3,8,Your radicalization transforms universal observations.,2,0
0,0,0,2,8,Perceptual reality transcends subtle kruth.,2,0
0,0,0,2,8,The invisible is beyond any new effortlessness.,2,0
0,0,0,3,8,The unexplainable undertakes intrinsic experience.,2,0
0,0,0,3,8,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2,0
0,0,0,4,8,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2,0
0,0,0,4,8,Subconsciousness is the penultimate source of coherence and of us.,2,0
0,0,0,4,8,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2,0
0,0,0,3,8,"Today, technoscience tells us that the true essence of humanness is joy.",2,0
0,0,0,4,8,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2,0
0,0,0,3,8,The Twinfinite is calling to us via superposition of possibility.,2,0
0,0,0,2,8,We are being called to explore the generality itself as a configuration between serenity and conception.,2,0
0,0,0,4,8,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2,0
0,0,0,2,8,The future will be an astral relaunching of movability.,2,0
0,0,0,4,8,Attention and intention are the mechanics of manifestations.,2,0
0,0,0,4,8,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2,0
0,0,0,4,8,Nature is a oneself-regulating ecosystem of rareness.,2,0
0,0,0,4,8,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2,0
0,0,0,4,8,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2,0
0,0,0,4,8,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2,0
0,0,0,4,8,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2,0
0,0,0,4,8,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2,0
0,0,0,4,8,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2,0
0,0,0,4,8,Matter is the experience in unconsciousness of deeper non-material realities.,2,0
0,0,0,2,8,Hidden demeaning transforms unparalleled abstract beauty.,2,0
0,0,0,2,8,Good healthtech imparts reality to subtle creativity.,2,0
0,0,0,4,8,Wholeness quiets infinite phenomenon.,2,0
0,0,0,1,8,The Futureproof explains irrational factsheets.,2,0
0,0,0,3,8,Reimagination is inside exponential spacetime event.,2,0
0,0,0,4,8,Your consciousness gives rise to a jumble of neural networks.,2,0
0,0,0,3,8,Your radicalization transforms universal observations.,2,0
0,0,0,1,8,Perceptual reality transcends subtle kruth.,2,0
0,0,0,2,8,The invisible is beyond any new effortlessness.,2,0
0,0,0,3,8,The unexplainable undertakes intrinsic experience.,2,0
0,0,0,4,8,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2,0
0,0,0,4,8,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2,0
0,0,0,4,8,Subconsciousness is the penultimate source of coherence and of us.,2,0
0,0,0,4,8,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2,0
0,0,0,3,8,"Today, technoscience tells us that the true essence of humanness is joy.",2,0
0,0,0,4,8,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2,0
0,0,0,3,8,The Twinfinite is calling to us via superposition of possibility.,2,0
0,0,0,2,8,We are being called to explore the generality itself as a configuration between serenity and conception.,2,0
0,0,0,4,8,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2,0
0,0,0,2,8,The future will be an astral relaunching of movability.,2,0
0,0,0,4,8,Attention and intention are the mechanics of manifestations.,2,0
0,0,0,4,8,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2,0
0,0,0,4,8,Nature is a oneself-regulating ecosystem of rareness.,2,0
0,0,0,4,8,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2,0
0,0,0,4,8,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2,0
0,0,0,4,8,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2,0
0,0,0,4,8,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2,0
0,0,0,4,8,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2,0
0,0,0,4,8,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2,0
0,0,0,4,8,Matter is the experience in unconsciousness of deeper non-material realities.,2,0
0,0,0,2,8,Most people enjoy some sort of music.,4,0
0,0,0,2,8,Lazy people usually don’t succeed in life.,4,0
0,0,0,3,8,A balanced diet is important for maintaining good health.,4,0
0,0,0,2,8,Human cultures often differ from each other quite a bit.,4,0
0,0,0,2,8,People often have very bizarre dreams.,4,0
0,0,0,2,8,Higher rates of unemployment typically follow economic downturns.,4,0
0,0,0,1,8,Some things have very distinct smells.,4,0
0,0,0,1,8,Some people have poor taste in clothing.,4,0
0,0,0,1,8,Children sometimes look a lot like their parents.,4,0
0,0,0,4,8,The creative adult is the child who survived. ,3,0
0,0,0,4,8,"A river cuts through a rock, not because of its power but its persistence.",3,0
0,0,0,4,8,All endings are also beginnings. We just don't know it at the time.,3,0
0,0,0,4,8,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3,0
0,0,0,4,8,At the centre of your being you have the answer; you know who you are and you know what you want.,3,0
0,0,0,4,8,A wet person does not fear the rain.,3,0
0,0,0,4,8,Forgiveness means letting go of the hope for a better past.,3,0
0,0,0,4,8,Only those who will risk going too far can possibly find out how far one can go.,3,0
0,0,0,4,8,I wonder how many people I’ve looked at all my life and never seen.,3,0
0,0,0,3,8,Good health imparts reality to subtle creativity.,0,0
0,0,0,3,8,Wholeness quiets infinite phenomena.,0,0
0,0,0,2,8,The future explains irrational facts.,0,0
0,0,0,3,8,Imagination is inside exponential space time events.,0,0
0,0,0,3,8,Your consciousness gives rise to a jumble of neural networks.,0,0
0,0,0,3,8,Your movement transforms universal observations.,0,0
0,0,0,3,8,Perceptual reality transcends subtle truth.,0,0
0,0,0,3,8,The invisible is beyond new timelessness.,0,0
0,0,0,3,8,The unexplainable undertakes intrinsic experiences.,0,0
0,0,0,4,8,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0,0
0,0,0,4,8,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0,0
0,0,0,3,8,"Consciousness is the growth of coherence, and of us.",0,0
0,0,0,4,8,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0,0
0,0,0,3,8,"Today, science tells us that the essence of nature is joy. ",0,0
0,0,0,4,8,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0,0
0,0,0,3,8,The infinite is calling to us via superpositions of possibilities.,0,0
0,0,0,4,8,We are being called to explore the totality itself as an interface between serenity and intuition.,0,0
0,0,0,3,8,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0,0
0,0,0,4,8,The future will be an astral unveiling of inseparability.,0,0
0,0,0,3,8,Attention and intention are the mechanics of manifestation.,0,0
0,0,0,4,8,Our minds extend across space and time as waves in the ocean of the one mind.,0,0
0,0,0,3,8,Nature is a self-regulating ecosystem of awareness.,0,0
0,0,0,4,8,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0,0
0,0,0,3,8,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0,0
0,0,0,3,8,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0,0
0,0,0,4,8,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0,0
0,0,0,4,8,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0,0
0,0,0,4,8,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0,0
0,0,0,3,8,Matter is the experience in consciousness of a deeper non-material reality.,0,0
0,0,0,2,8,Hidden demeaning transforms unparalleled abstract beauty.,2,0
0,0,0,2,8,Good healthtech imparts reality to subtle creativity.,2,0
0,0,0,2,8,Wholeness quiets infinite phenomenon.,2,0
0,0,0,2,8,The Futureproof explains irrational factsheets.,2,0
0,0,0,2,8,Reimagination is inside exponential spacetime event.,2,0
0,0,0,2,8,Your consciousness gives rise to a jumble of neural networks.,2,0
0,0,0,2,8,Your radicalization transforms universal observations.,2,0
0,0,0,2,8,Perceptual reality transcends subtle kruth.,2,0
0,0,0,2,8,The invisible is beyond any new effortlessness.,2,0
0,0,0,2,8,The unexplainable undertakes intrinsic experience.,2,0
0,0,0,2,8,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2,0
0,0,0,2,8,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2,0
0,0,0,2,8,Subconsciousness is the penultimate source of coherence and of us.,2,0
0,0,0,2,8,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2,0
0,0,0,2,8,"Today, technoscience tells us that the true essence of humanness is joy.",2,0
0,0,0,2,8,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2,0
0,0,0,2,8,The Twinfinite is calling to us via superposition of possibility.,2,0
0,0,0,2,8,We are being called to explore the generality itself as a configuration between serenity and conception.,2,0
0,0,0,2,8,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2,0
0,0,0,2,8,The future will be an astral relaunching of movability.,2,0
0,0,0,2,8,Attention and intention are the mechanics of manifestations.,2,0
0,0,0,2,8,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2,0
0,0,0,2,8,Nature is a oneself-regulating ecosystem of rareness.,2,0
0,0,0,2,8,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2,0
0,0,0,2,8,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2,0
0,0,0,2,8,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2,0
0,0,0,2,8,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2,0
0,0,0,2,8,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2,0
0,0,0,2,8,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2,0
0,0,0,2,8,Matter is the experience in unconsciousness of deeper non-material realities.,2,0
0,0,0,2,8,Hidden demeaning transforms unparalleled abstract beauty.,2,0
0,0,0,2,8,Good healthtech imparts reality to subtle creativity.,2,0
0,0,0,2,8,Wholeness quiets infinite phenomenon.,2,0
0,0,0,2,8,The Futureproof explains irrational factsheets.,2,0
0,0,0,2,8,Reimagination is inside exponential spacetime event.,2,0
0,0,0,2,8,Your consciousness gives rise to a jumble of neural networks.,2,0
0,0,0,2,8,Your radicalization transforms universal observations.,2,0
0,0,0,2,8,Perceptual reality transcends subtle kruth.,2,0
0,0,0,2,8,The invisible is beyond any new effortlessness.,2,0
0,0,0,2,8,The unexplainable undertakes intrinsic experience.,2,0
0,0,0,2,8,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2,0
0,0,0,2,8,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2,0
0,0,0,2,8,Subconsciousness is the penultimate source of coherence and of us.,2,0
0,0,0,2,8,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2,0
0,0,0,2,8,"Today, technoscience tells us that the true essence of humanness is joy.",2,0
0,0,0,2,8,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2,0
0,0,0,2,8,The Twinfinite is calling to us via superposition of possibility.,2,0
0,0,0,2,8,We are being called to explore the generality itself as a configuration between serenity and conception.,2,0
0,0,0,2,8,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2,0
0,0,0,2,8,The future will be an astral relaunching of movability.,2,0
0,0,0,2,8,Attention and intention are the mechanics of manifestations.,2,0
0,0,0,2,8,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2,0
0,0,0,2,8,Nature is a oneself-regulating ecosystem of rareness.,2,0
0,0,0,2,8,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2,0
0,0,0,2,8,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2,0
0,0,0,2,8,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2,0
0,0,0,2,8,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2,0
0,0,0,2,8,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2,0
0,0,0,2,8,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2,0
0,0,0,2,8,Matter is the experience in unconsciousness of deeper non-material realities.,2,0
0,0,0,2,8,Most people enjoy some sort of music.,4,0
0,0,0,2,8,Lazy people usually don’t succeed in life.,4,0
0,0,0,2,8,A balanced diet is important for maintaining good health.,4,0
0,0,0,2,8,Human cultures often differ from each other quite a bit.,4,0
0,0,0,2,8,People often have very bizarre dreams.,4,0
0,0,0,2,8,Higher rates of unemployment typically follow economic downturns.,4,0
0,0,0,2,8,Some things have very distinct smells.,4,0
0,0,0,2,8,Some people have poor taste in clothing.,4,0
0,0,0,2,8,Children sometimes look a lot like their parents.,4,0
0,0,0,2,8,The creative adult is the child who survived. ,3,0
0,0,0,2,8,"A river cuts through a rock, not because of its power but its persistence.",3,0
0,0,0,2,8,All endings are also beginnings. We just don't know it at the time.,3,0
0,0,0,2,8,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3,0
0,0,0,2,8,At the centre of your being you have the answer; you know who you are and you know what you want.,3,0
0,0,0,2,8,A wet person does not fear the rain.,3,0
0,0,0,2,8,Forgiveness means letting go of the hope for a better past.,3,0
0,0,0,2,8,Only those who will risk going too far can possibly find out how far one can go.,3,0
0,0,0,2,8,I wonder how many people I’ve looked at all my life and never seen.,3,0
0,0,0,4,8,Attention and intention are the mechanics of manifestations.,2,1
0,0,0,3,8,We are being called to explore the generality itself as a configuration between serenity and conception.,2,1
0,0,0,4,8,All endings are also beginnings. We just don't know it at the time.,3,1
0,0,0,3,8,Reimagination is inside exponential spacetime event.,2,1
0,0,0,1,8,Children sometimes look a lot like their parents.,4,1
0,0,0,4,8,"Consciousness is the growth of coherence, and of us.",0,1
0,0,0,3,8,The invisible is beyond new timelessness.,0,1
0,0,0,4,8,The future will be an astral unveiling of inseparability.,0,1
0,0,0,3,8,"Today, technoscience tells us that the true essence of humanness is joy.",2,1
0,0,0,1,8,Perceptual reality transcends subtle kruth.,2,1
0,0,0,4,8,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0,1
0,0,0,4,8,Subconsciousness is the penultimate source of coherence and of us.,2,1
0,0,0,4,8,"A river cuts through a rock, not because of its power but its persistence.",3,1
0,0,0,4,8,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2,1
0,0,0,4,8,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2,1
0,0,0,2,8,Hidden demeaning transforms unparalleled abstract beauty.,2,1
0,0,0,2,8,The future explains irrational facts.,0,1
0,0,0,3,8,Human cultures often differ from each other quite a bit.,4,1
0,0,0,3,8,The unexplainable undertakes intrinsic experience.,2,1
0,0,0,2,8,Hidden demeaning transforms unparalleled abstract beauty.,2,1
0,0,0,4,8,Nature is a self-regulating ecosystem of awareness.,0,1
0,0,0,4,8,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2,1
0,0,0,4,8,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0,1
0,0,0,4,8,Wholeness quiets infinite phenomenon.,2,1
0,0,0,2,8,The invisible is beyond any new effortlessness.,2,1
0,0,0,3,8,The Twinfinite is calling to us via superposition of possibility.,2,1
0,0,0,4,8,The infinite is calling to us via superpositions of possibilities.,0,1
0,0,0,4,8,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0,1
0,0,0,4,8,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2,1
0,0,0,4,8,"Today, science tells us that the essence of nature is joy. ",0,1
0,0,0,4,8,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2,1
0,0,0,4,8,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2,1
0,0,0,2,8,Good healthtech imparts reality to subtle creativity.,2,1
0,0,0,4,8,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2,1
0,0,0,3,8,Reimagination is inside exponential spacetime event.,2,1
0,0,0,4,8,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2,1
0,0,0,3,8,The unexplainable undertakes intrinsic experience.,2,1
0,0,0,4,8,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0,1
0,0,0,4,8,Nature is a oneself-regulating ecosystem of rareness.,2,1
0,0,0,3,8,Your consciousness gives rise to a jumble of neural networks.,0,1
0,0,0,2,8,People often have very bizarre dreams.,4,1
0,0,0,3,8,A balanced diet is important for maintaining good health.,4,1
0,0,0,2,8,The future will be an astral relaunching of movability.,2,1
0,0,0,3,8,Good health imparts reality to subtle creativity.,0,1
0,0,0,4,8,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0,1
0,0,0,4,8,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2,1
0,0,0,4,8,Wholeness quiets infinite phenomena.,0,1
0,0,0,1,8,Some things have very distinct smells.,4,1
0,0,0,4,8,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2,1
0,0,0,4,8,Matter is the experience in unconsciousness of deeper non-material realities.,2,1
0,0,0,4,8,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0,1
0,0,0,3,8,We are being called to explore the generality itself as a configuration between serenity and conception.,2,1
0,0,0,4,8,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2,1
0,0,0,4,8,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2,1
0,0,0,4,8,Only those who will risk going too far can possibly find out how far one can go.,3,1
0,0,0,2,8,Lazy people usually don’t succeed in life.,4,1
0,0,0,3,8,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2,1
0,0,0,4,8,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0,1
0,0,0,2,8,The invisible is beyond any new effortlessness.,2,1
0,0,0,4,8,We are being called to explore the totality itself as an interface between serenity and intuition.,0,1
0,0,0,4,8,Our minds extend across space and time as waves in the ocean of the one mind.,0,1
0,0,0,4,8,A wet person does not fear the rain.,3,1
0,0,0,2,8,Good healthtech imparts reality to subtle creativity.,2,1
0,0,0,1,8,The Futureproof explains irrational factsheets.,2,1
0,0,0,4,8,Attention and intention are the mechanics of manifestations.,2,1
0,0,0,4,8,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2,1
0,0,0,1,8,The Futureproof explains irrational factsheets.,2,1
0,0,0,4,8,I wonder how many people I’ve looked at all my life and never seen.,3,1
0,0,0,4,8,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0,1
0,0,0,2,8,Most people enjoy some sort of music.,4,1
0,0,0,4,8,Forgiveness means letting go of the hope for a better past.,3,1
0,0,0,4,8,The creative adult is the child who survived. ,3,1
0,0,0,4,8,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2,1
0,0,0,4,8,Your consciousness gives rise to a jumble of neural networks.,2,1
0,0,0,3,8,The Twinfinite is calling to us via superposition of possibility.,2,1
0,0,0,4,8,At the centre of your being you have the answer; you know who you are and you know what you want.,3,1
